tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
"@mxyaaa3 Yeah Varchie (to me) was never good but Bughead turned out to be so boring, like the only thing that kept them together was solving crimes",False,en,1,0,2021-02-26 23:05:18,1365437815836848132,"['yeah', 'varchie', 'never', 'good', 'bughead', 'turned', 'boring', 'like', 'thing', 'kept', 'together', 'solving', 'crimes']"," yeah varchie (to me) was never good but bughead turned out to be so boring, like the only thing that kept them together was solving crimes",0.19,0.09,0.72
I’m completely fine with the Varchie storyline happening a little faster because that means Archie starts focusing on Veronica and Betty realizes (again) that Archie doesn’t want her romantically.,False,en,7,0,2021-02-26 23:04:57,1365437725462192133,"['completely', 'fine', 'varchie', 'storyline', 'happening', 'little', 'faster', 'means', 'archie', 'starts', 'focusing', 'veronica', 'betty', 'realizes', 'archie', 'want', 'romantically']",i’m completely fine with the varchie storyline happening a little faster because that means archie starts focusing on veronica and betty realizes (again) that archie doesn’t want her romantically.,0.00,0.00,1.00
@barchie2021 Sorry more varchie hash has over 1 million publication https://t.co/saKABFtG8f,False,en,0,0,2021-02-26 23:01:03,1365436745823768581,"['sorry', 'varchie', 'hash', '1', 'million', 'publication']", sorry more varchie hash has over 1 million publication ,0.00,0.00,1.00
i just miss varchie so much. i need them back https://t.co/asmyPvlynZ,False,en,11,0,2021-02-26 22:59:13,1365436285008162826,"['miss', 'varchie', 'much', 'need', 'back']",i just miss varchie so much. i need them back ,0.00,0.00,1.00
"RT @xsvarchie: me every night making fake scenarios of varchie that will never happen

 https://t.co/mYrHMPWF4R",False,en,0,1,2021-02-26 22:56:12,1365435524941570058,"['every', 'night', 'making', 'fake', 'scenarios', 'varchie', 'never', 'happen']","rt : me every night making fake scenarios of varchie that will never happen

 ",0.00,0.00,1.00
Varchie fans are so delusional #varchie I hope they see this.,False,en,2,0,2021-02-26 22:56:02,1365435485397667844,"['varchie', 'fans', 'delusional', 'varchie', 'hope', 'see']",varchie fans are so delusional varchie i hope they see this.,0.00,0.00,1.00
"me every night making fake scenarios of varchie that will never happen

 https://t.co/mYrHMPWF4R",False,en,17,1,2021-02-26 22:55:55,1365435455915888643,"['every', 'night', 'making', 'fake', 'scenarios', 'varchie', 'never', 'happen']","me every night making fake scenarios of varchie that will never happen

 ",0.00,0.00,1.00
"""THE QUEEN OF CHAOS STRIKES AGAIN"" 

STRIKE CHERYL STRIKE

VARCHIE NATION SUPPORT YOU",False,en,1,0,2021-02-26 22:53:28,1365434837658595329,"['queen', 'chaos', 'strikes', 'strike', 'cheryl', 'strike', 'varchie', 'nation', 'support']","""the queen of chaos strikes again"" 

strike cheryl strike

varchie nation support you",0.00,0.00,1.00
Queen Cheryl strikes again 🥰 So ready https://t.co/9Ks6kw4wFc,False,en,2,0,2021-02-26 22:52:57,1365434708650303499,"['queen', 'cheryl', 'strikes', 'ready']",queen cheryl strikes again :smiling face with hearts: so ready ,0.00,0.00,1.00
RT @MimiSayani: @chintandesaiii @classyreinhart Just Wait and watch bugHead and Varchie is end game here,False,en,0,1,2021-02-26 22:46:05,1365432979569270789,"['wait', 'watch', 'bughead', 'varchie', 'end', 'game']",rt :   just wait and watch bughead and varchie is end game here,0.00,0.00,1.00
"RT @deIenasx: 1/ ""During our chat, Chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the…",False,en,0,1,2021-02-26 22:33:44,1365429871871205377,"['1', 'chat', 'chrissy', 'could', 'neither', 'confirm', 'deny', 'bughead', 'varchie', 'reunion', 'share']","rt : 1/ ""during our chat, chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the…",0.00,0.00,1.00
HELLOO?? IF WE GET A VARCHIE SNEAK PEEK https://t.co/O99yYAUE5L,True,en,13,0,2021-02-26 22:30:51,1365429147095494658,"['helloo', 'get', 'varchie', 'sneak', 'peek']",helloo?? if we get a varchie sneak peek ,0.00,0.00,1.00
"@Stephaniess8241 @RiverdaleBrasil @WarnerChannelBR Yeah sure, that’s why Barchie got 4 seasons of development. While Varchie and Bughead were destroyed by the cheating. Bye, enjoy Barchie endgame",False,en,0,0,2021-02-26 22:26:26,1365428035235831808,"['yeah', 'sure', 'barchie', 'got', '4', 'seasons', 'development', 'varchie', 'bughead', 'destroyed', 'cheating', 'bye', 'enjoy', 'barchie', 'endgame']","   yeah sure, that’s why barchie got 4 seasons of development. while varchie and bughead were destroyed by the cheating. bye, enjoy barchie endgame",0.04,0.00,0.96
"if there is a key party i’m calling it that bughead and varchie get paired up, idk what will happen after that but i feel like the writers will throw that in there",False,en,17,0,2021-02-26 22:24:36,1365427574600572930,"['key', 'party', 'calling', 'bughead', 'varchie', 'get', 'paired', 'idk', 'happen', 'feel', 'like', 'writers', 'throw']","if there is a key party i’m calling it that bughead and varchie get paired up, idk what will happen after that but i feel like the writers will throw that in there",0.03,0.00,0.97
"I honestly can't see Betty and Archie much beyond two adults, friends (with benefits) enjoying life. They had 7 years to meet and declare themselves. Now they’re just distracting from the problems. They didn't even stop to talk about feelings. #Varchie #Riverdale",False,en,0,0,2021-02-26 22:19:16,1365426230129012745,"['honestly', 'see', 'betty', 'archie', 'much', 'beyond', 'two', 'adults', 'friends', 'benefits', 'enjoying', 'life', '7', 'years', 'meet', 'declare', 'distracting', 'problems', 'even', 'stop', 'talk', 'feelings', 'varchie', 'riverdale']","i honestly can't see betty and archie much beyond two adults, friends (with benefits) enjoying life. they had 7 years to meet and declare themselves. now they’re just distracting from the problems. they didn't even stop to talk about feelings. varchie riverdale",0.00,0.00,1.00
"1/ ""During our chat, Chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the characters are in their mid20s, the writers can play with the ""nothingness of relationships"". As Archie said ""he and Betty can just be friends-
#riverdale",False,en,8,1,2021-02-26 22:19:02,1365426172922896384,"['1', 'chat', 'chrissy', 'could', 'neither', 'confirm', 'deny', 'bughead', 'varchie', 'reunion', 'share', 'characters', 'mid20s', 'writers', 'play', 'nothingness', 'relationships', 'archie', 'said', 'betty', 'friends', 'riverdale']","1/ ""during our chat, chrissy could neither confirm nor deny a bughead or varchie reunion, but she did share that now that the characters are in their mid20s, the writers can play with the ""nothingness of relationships"". as archie said ""he and betty can just be friends-
riverdale",0.00,0.00,1.00
@VarchiePolls Seriously no varchieeeee,False,en,0,0,2021-02-26 22:08:15,1365423459266871298,"['seriously', 'varchieeeee']", seriously no varchieeeee,0.00,0.00,1.00
@VarchiePolls Exactly. They will not spoil this in the press release,False,en,0,0,2021-02-26 22:06:29,1365423011977957380,"['exactly', 'spoil', 'press', 'release']", exactly. they will not spoil this in the press release,0.00,0.00,1.00
"@VarchiePolls Plus the title ""The queen of chaos strikes again""",False,en,1,0,2021-02-26 22:06:11,1365422937055051776,"['plus', 'title', 'queen', 'chaos', 'strikes']"," plus the title ""the queen of chaos strikes again""",0.00,0.00,1.00
@VarchiePolls Don't worry. The can't spoil too much but we know that we get VA moments,False,en,2,0,2021-02-26 22:05:19,1365422719999827981,"['worry', 'spoil', 'much', 'know', 'get', 'va', 'moments']", don't worry. the can't spoil too much but we know that we get va moments,0.00,0.00,1.00
@emmasben @Twirl4meK The only obstacle is Jughead. #Barchie is way more popular than #Varchie - it’s just that Cole Sprouse is so damn popular lol,False,en,1,0,2021-02-26 21:52:14,1365419427064385538,"['obstacle', 'jughead', 'barchie', 'way', 'popular', 'varchie', 'cole', 'sprouse', 'damn', 'popular', 'lol']",  the only obstacle is jughead. barchie is way more popular than varchie - it’s just that cole sprouse is so damn popular lol,0.00,0.00,1.00
"""If only for...one last time. Is that crazy"" https://t.co/vRc3qsCR4Y",False,en,2,0,2021-02-26 21:51:44,1365419303747657734,"['one', 'last', 'time', 'crazy']","""if only for...one last time. is that crazy"" ",0.00,0.12,0.88
You don’t have a scene like Varchie had in 5x03 and then never get back together. It just isn’t feasible.,False,en,11,0,2021-02-26 21:46:09,1365417896311197697,"['scene', 'like', 'varchie', '5x03', 'never', 'get', 'back', 'together', 'feasible']",you don’t have a scene like varchie had in 5x03 and then never get back together. it just isn’t feasible.,0.05,0.00,0.95
@bestgirlcami lola stop i’m not doing this varchie shit 😭,False,en,0,0,2021-02-26 21:42:49,1365417057748099073,"['lola', 'stop', 'varchie', 'shit']", lola stop i’m not doing this varchie shit :loudly crying face:,0.00,0.00,1.00
"COME BACK TO ME, VARCHIE. YOUR STORY ISNT OVER YET. https://t.co/LRyowgNrnJ",False,en,17,4,2021-02-26 21:42:45,1365417040903831554,"['come', 'back', 'varchie', 'story', 'isnt', 'yet']","come back to me, varchie. your story isnt over yet. ",0.00,0.00,1.00
Me Easter egg hunting for Varchie like: https://t.co/h6ji66qxLD,True,en,3,0,2021-02-26 21:26:09,1365412865683959812,"['easter', 'egg', 'hunting', 'varchie', 'like']",me easter egg hunting for varchie like: ,0.00,0.00,1.00
@SuperheroTVcom Team #Varchie https://t.co/GMSZhcNQew,False,en,1,0,2021-02-26 21:16:05,1365410330973769733,"['team', 'varchie']", team varchie ,0.00,0.00,1.00
RT @bugheadaIe: for my varchie besties https://t.co/bFFZOcAQC4,False,en,0,30,2021-02-26 21:07:12,1365408093136420866,"['varchie', 'besties']",rt : for my varchie besties ,0.00,0.00,1.00
"RT @thedipp: What you missed during our live chat with @nocontextrvd and @cmaroon ....

(Part 1..... 🐍)

https://t.co/rzczE5a5IW",False,en,0,4,2021-02-26 21:07:03,1365408057115738115,"['missed', 'live', 'chat', 'part', '1']","rt : what you missed during our live chat with  and  ....

(part 1..... :snake:)

",0.00,0.15,0.85
"@CW_Riverdale where is varchie?
https://t.co/5jBBufW9Pb",False,en,11,1,2021-02-26 21:06:47,1365407990375923718,['varchie']," riverdale where is varchie?
",0.00,0.00,1.00
@chintandesaiii @classyreinhart Just Wait and watch bugHead and Varchie is end game here,False,en,2,1,2021-02-26 21:05:33,1365407679640834049,"['wait', 'watch', 'bughead', 'varchie', 'end', 'game']",  just wait and watch bughead and varchie is end game here,0.00,0.00,1.00
@CW_Riverdale my best girl veronica and varchie cuties https://t.co/GnFZX66nKd,False,en,7,0,2021-02-26 21:05:14,1365407599689043969,"['best', 'girl', 'veronica', 'varchie', 'cuties']", riverdale my best girl veronica and varchie cuties ,0.00,0.00,1.00
"@CW_Riverdale the real question is, where's varchie https://t.co/xSDjWDGQOZ",False,en,13,1,2021-02-26 21:03:34,1365407178308395012,"['real', 'question', 'varchie']"," riverdale the real question is, where's varchie ",0.00,0.00,1.00
i hope that varchie fix the lights https://t.co/PtJeakMQrp,False,en,71,5,2021-02-26 21:01:20,1365406619882975246,"['hope', 'varchie', 'fix', 'lights']",i hope that varchie fix the lights ,0.00,0.00,1.00
"once again this show played chad vs archie more than varchie, just like they did with hiram vs archie. va didn’t actually have romantic moments or teases https://t.co/1rbZo4bSZY",True,en,25,3,2021-02-26 20:56:18,1365405351604981761,"['show', 'played', 'chad', 'vs', 'archie', 'varchie', 'like', 'hiram', 'vs', 'archie', 'va', 'actually', 'romantic', 'moments', 'teases']","once again this show played chad vs archie more than varchie, just like they did with hiram vs archie. va didn’t actually have romantic moments or teases ",0.04,0.00,0.96
"Cami varchie captain really said ""let's not promote 5x05 and promote 5x06""",False,en,2,0,2021-02-26 20:54:04,1365404788138115073,"['cami', 'varchie', 'captain', 'really', 'said', 'let', 'promote', '5x05', 'promote', '5x06']","cami varchie captain really said ""let's not promote 5x05 and promote 5x06""",0.00,0.00,1.00
RT @rhondasa10: Out of #varchie and #Barchie i wud go for the former....coz of d whole cheating plot....just cannot get onboard vid a coupl…,False,en,0,1,2021-02-26 20:53:44,1365404705124327424,"['varchie', 'barchie', 'wud', 'go', 'former', 'coz', 'whole', 'cheating', 'plot', 'cannot', 'get', 'onboard', 'vid', 'coupl']",rt : out of varchie and barchie i wud go for the former....coz of d whole cheating plot....just cannot get onboard vid a coupl…,0.00,0.09,0.91
RT @rhondasa10: #barchie cannot be endgame nd d reason is not #varchie its #bughead...its just the superior ship...archie will always b a p…,False,en,0,1,2021-02-26 20:53:29,1365404642515947520,"['barchie', 'cannot', 'endgame', 'nd', 'reason', 'varchie', 'bughead', 'superior', 'ship', 'archie', 'always', 'b', 'p']",rt : barchie cannot be endgame nd d reason is not varchie its bughead...its just the superior ship...archie will always b a p…,0.11,0.21,0.68
"RT @shereeniha: As much as I like Varchie, I adore the idea of Vughead (or is it Jeronica?) more. And hoping that plot twist will actually…",False,en,0,1,2021-02-26 20:51:40,1365404183663411201,"['much', 'like', 'varchie', 'adore', 'idea', 'vughead', 'jeronica', 'hoping', 'plot', 'twist', 'actually']","rt : as much as i like varchie, i adore the idea of vughead (or is it jeronica?) more. and hoping that plot twist will actually…",0.04,0.00,0.96
"@Ls2393710611 @CW_Riverdale ik its your opinion I just think its dumb that u want pay back like I live Bughead and Varchie but I wanna see where Barchie goes im sorry I came off rude but all I wanna see ifBarchie gets somewhere, thats my opinion and I get yours but why would they get pay back after 7 years?",False,en,0,0,2021-02-26 20:48:37,1365403416537821184,"['ik', 'opinion', 'think', 'dumb', 'u', 'want', 'pay', 'back', 'like', 'live', 'bughead', 'varchie', 'wanna', 'see', 'barchie', 'goes', 'im', 'sorry', 'came', 'rude', 'wanna', 'see', 'ifbarchie', 'gets', 'somewhere', 'thats', 'opinion', 'get', 'would', 'get', 'pay', 'back', '7', 'years']","  riverdale ik its your opinion i just think its dumb that u want pay back like i live bughead and varchie but i wanna see where barchie goes im sorry i came off rude but all i wanna see ifbarchie gets somewhere, thats my opinion and i get yours but why would they get pay back after 7 years?",0.05,0.05,0.90
